osID,title,objectives,approach,results,sponsoringAgency,researchAreas,nasaPrograms,factors,publications_count,publication_titles,principal_investigator,pi_institution,all_people,releaseDate,source_url
SSRE-ICE-GA,Italian Combustion Experiment for Green Air,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 35/36, 37/38",,3,"Iannone RQ, Morlacchi R, Calabria R, Massoli P. Investigation of unburned carbon particles in fly ash by means of laser light scattering. Applied and Environmental Microbiology. 2011 February 1; 102(2): 357-365. DOI: 10.1007/s00340-010-4315-0. | Rauch B, Calabria R, Chiariello F, Le Clercq P, Massoli P, Rachner M. Accurate Analysis of Multicomponent-Fuel Spray Evaporation in Turbulent Flow. Experiments in Fluids. 2012 April; 52(4): 935-948. DOI: 10.1007/s00348-011-1169-0. | Hickman JM, Dietrich DL, Hicks MC, Nayagam V, Stocker DP. FLEX: A decisive step forward in NASA's combustion research program. 1st Annual International Space Station Research and Development, Denver, CO; 2012 June 26. 44pp.","Patrizio Massoli, Dr, Istituto Motori","Istituto Motori, National Council of Research, Naples, Italy","Patrizio Massoli, Dr, Istituto Motori",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ICHIBAN,Cooperation regarding the IntBall-2 CIMON Hovering Intelligences Building first AI Network (ICHIBAN) on the International Space Station,,,,Japan Aerospace Exploration Agency (JAXA),Technology Development and Demonstration,"ISS Expedition 71, 73",,0,,Tatsuya Yamamoto,"Japan Aerospace Exploration Agency (JAXA), Tsukuba, Japan",Tatsuya Yamamoto,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IDENTIFIKATSIA-IDENTIFICATION,Identification of Sources of Disturbances During Disruption of Microgravity on the International Space Station,,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Technology Development and Demonstration,"ISS Expedition 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19/20, 21/22, 23/24, 25/26, 27/28, 29/30, 31/32, 33/34, 35/36, 37/38, 39/40, 41/42, 43/44",,1,"Anisimov AV, Likhoded AI. Computational reconstruction of actual docking force loads on the structure of the International Space Station based on processing readings from onboard accelerometers. Kosmonavtika i Raketostroenie (Cosmonautics and Rocket Engineering). 2007; 49(4): 115-119.",Anatoli Likhoded,,Anatoli Likhoded,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-I-ENOS,Italian-Electronic NOse for Space exploration,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 27/28,,8,"Di Natale C, Paolesse R, D'Arcangelo G, Comandini P, Pennazza G, Martinelli E, Rullo S, Roscioni M, Roscioni C, Finazzi-Agro A, D'Amico A. Identification of schizophrenic patients by examination of body odor using gas chromatography-mass spectrometry and a cross-selective gas sensor array. Medical Science Monitor. 2005; 11(8): 366-375. | Martinelli E, Pennazza G, Di Natale C, D'Amico A. Chemical sensors clustering with the dynamic moments approach. Sensors and Actuators B: Chemical. 2004; 101(3): 346-352. DOI: 10.1016/j.snb.2004.04.010. | D'Amico A, Di Natale C, Martinelli E, Sandro L, Baccarani G. Sensors small and numerous: always a winning strategy?. Sensors and Actuators B: Chemical. 2005 April 29; 106(1): 144-152. DOI: 10.1016/j.snb.2004.05.046. | Martinelli E, Zampetti E, Pantalei S, Lo Castro F, Santonico M, Pennazza G, Paolesse R, Di Natale C, D'Amico A, Giannini F, Mascetti G, Cotronei V. Design and test of an electronic nose for monitoring the air quality in the International Space Station. Microgravity Science and Technology. 2007 September; 19(5-6): 60-64. DOI: 10.1007/BF02919454. | Di Natale C, Paolesse R, Macagnano A, Nardis S, Martinelli E, Dalcanale E, Costa M, D'Amico A. Sensitivity-selectivity balance in mass sensors: the case of metalloporphyrins. Journal of Materials Chemistry. 2004 March 4; 14(8): 1281-1287. DOI: 10.1039/B313250A. | Willers H, de Gijsel P, Ogink N, D'Amico A, Martinelli E, Di Natale C, Van Ras N, van der Waarde J. Monitoring of biological odour filtration in closed environments with olfactometry and an electronic nose. Water Science and technology: A Journal of the International Association on Water Pollution Research. 2004 August; 50(4): 93-100. DOI: 10.2166/wst.2004.0230. | Martinelli E, Pennazza G, Sintonico M, Starmans D, Paolesse R, D'Amico A, Di Natale C. Chemical drift counteraction based on pulsed measurements strategy. 12th International Meeting on Chemical Sensors, Columbus, OH; 2008 July 13-16. | Martinelli E, Pennazza G, Paolesse R, Milian E, Albiol J, Godia F, Van Ras N, van der Waarde J, Demey D, Di Natale C, D'Amico A. Monitoring of biofiltration efficiency of bioreactor exhaust air by an electronic nose. 2004 IEEE Sensors Conference, Vienna, Austria; 2004. 368-371. DOI: 10.1109/ICSENS.2004.1426179.","Arnaldo D'Amico, Universita di Roma Tor Vergata, Rome","University of Rome Tor Vergata, Department of Electronic Engineering, Rome, Italy","Arnaldo D'Amico, Universita di Roma Tor Vergata, Rome; Eugenio Martinelli, Universita di Roma Tor Vergata, Rome; Corrado Di Natale, Universita di Roma Tor Vergata, Rome",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-I-FOAM,Italian-Foam,,,,National Aeronautics and Space Administration (NASA),Physical Science,ISS Expedition 27/28,,5,"Loredana S. Recent developments in the field of shape memory epoxy foams. Materials Science Forum. 2014 May; 783-786: 2523-2530. DOI: 10.4028/www.scientific.net/MSF.783-786.2523. | Loredana S, Fabrizio Q, Anna SE, Dolce F, Mascetti G, Bertolotto D, Villadei W, Ganga PL, Zolesi V. Behavior of Shape Memory Epoxy Foams in Microgravity: Experimental Results of STS-134 Mission. Microgravity Science and Technology. 2012 September; 24(4): 287-296. DOI: 10.1007/s12217-012-9313-x. | Loredana S, Fabrizio Q, Mascetti G, Dolce F, Zolesi V. Mission STS-134: Results of shape memory foam experiment. Acta Astronautica. 2013 October; 91: 333-340. DOI: 10.1016/j.actaastro.2013.06.017. | Loredana S. Shape memory polymer foams. Progress in Aerospace Sciences. 2016 February; 81: 60-65. DOI: 10.1016/j.paerosci.2015.12.003. | Fabrizio Q, Loredana S, Anna SE. Shape memory epoxy foams for space applications. Materials Letters. 2012 February; 69: 20-23. DOI: 10.1016/j.matlet.2011.11.050.",Loredana Santo,"University of Rome Tor Vergata, Department of Mechanical Engineering, Rome, Italy",Loredana Santo,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IHI-SAT,IHI-SAT,,,,Japan Aerospace Exploration Agency (JAXA),Technology Development and Demonstration,ISS Expedition 66,,0,,Takashi Ogai,"IHI Corporation, Tokyo, Japan",Takashi Ogai,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ILAN-ES,Imaging of Lightning and Nighttime Electrical phenomena from Space,,,,National Aeronautics and Space Administration (NASA),Earth and Space Science,ISS Expedition 69,,0,,Yoav Yair,"Axiom Space, Inc., Houston, TX, United States",Yoav Yair,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ILAN-ES-AX-1,Imaging of Lightning and Nighttime Electrical phenomena from Space (ILAN-ES),,,,National Aeronautics and Space Administration (NASA),Earth and Space Science,ISS Expedition 67,,1,"Yair Y, Korzets M, Devir A, Korman M, Stibbe E. Space-based optical imaging of blue corona discharges on a cumulonimbus cloud top. Atmospheric Research. 2024 August; 305: 107445. DOI: 10.1016/j.atmosres.2024.107445.",Yoav Yair,"Axiom Space, Inc., Houston, TX, United States",Yoav Yair,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ILAN-ES-AX-3,Imaging of Lightning and Nighttime Electrical phenomena from Space,,,,National Aeronautics and Space Administration (NASA),Earth and Space Science,ISS Expedition 70,,0,,Yoav Yair,"Axiom Space, Inc., Houston, TX, United States",Yoav Yair,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ILAN-ES-AX-4,Imaging of Lightning and Nighttime Electrical phenomena from Space (Ax-4),,,,National Aeronautics and Space Administration (NASA),Earth and Space Science,ISS Expedition 73,,0,,József Bór,"Axiom Space, Inc., Houston, TX, United States",József Bór,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ILEAD-2021-MISSION,What is the Effect of Microgravity on <em>Daucus carota</em> (Carrot Seeds) and <em>Vigna angularis</em> (Adzuki Beans),,,,National Aeronautics and Space Administration (NASA),Educational and Cultural Activities,ISS Expedition 65,,0,,"Kathleen Fredette, M.A., iLEAD Aerospace","Nanoracks LLC, Webster, TX, United States","Kathleen Fredette, M.A., iLEAD Aerospace",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ILLUMA-T,Integrated Laser Communications Relay Demonstration (LCRD) Low Earth Orbit User Modem and Amplifier Terminal,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 68, 69, 70, 71",,2,"Khatri FI, Gonnsen Z, Wang JP, Mikulin O, Schulein RT, Chang J, Veselka J, DeVoe C, Gillmer S, Han D, Matt A, Smeaton C, Torres J, Spellmeyer N, McAnney K, Buchanan R, Karlicek A, Howe D, Stevens M, Randazzo T, Lidwa E, Robinson BS, Padula M, Sayal C. System level TVAC functional testing for the Integrated LCRD Low-Earth Orbit User Modem and Amplifier Terminal (ILLUMA-T) payload destined for the International Space Station. Free-Space Laser Communications XXXV, San Francisco, California; 2023 March 15. 94-99. DOI: 10.1117/12.2649326. | Israel D, Edwards BL, Butler RL, Moores JD, Piazzolla S, du Toit N, Braatz L. Early results from NASA’s laser communications relay demonstration (LCRD) experiment program. Free-Space Laser Communications XXXV, San Francisco, California; 2023 March 15. 10-24. DOI: 10.1117/12.2655481.",David Israel,"NASA Goddard Space Flight Center, Greenbelt, MD, United States",David Israel,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-ILLUSION,Illusion,,,,European Space Agency (ESA),Educational and Cultural Activities,"ISS Expedition 65, 64",,0,,"Maurice Marnat, MEDES, Insitute for Space Medicine and Physiology","Centre National d'Etudes Spatiales (CNES), Toulouse, France","Maurice Marnat, MEDES, Insitute for Space Medicine and Physiology",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMAX,IMAX Documentary film: A Beautiful Planet,,,,National Aeronautics and Space Administration (NASA),Earth and Space Science,"ISS Expedition 41/42, 43/44, 45/46",,0,,,,,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMEDIAS,Observation of Environmental Phenomena,,,,European Space Agency (ESA),Earth and Space Science,ISS Expedition 3,,0,,J. Lacaux,,J. Lacaux,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMMERSIVE-EXERCISE,Immersive Exercise,,,,European Space Agency (ESA),Technology Development and Demonstration,"ISS Expedition 65, 64, 66",,0,,Cecile Thevenot,"CADMOS-CNES, Toulouse, France",Cecile Thevenot,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMMUNE-CELL-ACTIVATION,Immune Cell Activation,,,,European Space Agency (ESA),Biology and Biotechnology,"ISS Expedition 68, 70, 71",,0,,"Laura Niccolai, Colorobbia Consulting S.r.l., Florence","Kayser Italia S.r.l., Livorno, Italy","Laura Niccolai, Colorobbia Consulting S.r.l., Florence",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMMUNE-MULTIOMICS,Transcriptomic and Epigenomic Analyses in Peripheral Blood Mononuclear Cells Following Residence in Low Earth Orbit,,,,European Space Agency (ESA),Human Research,"ISS Expedition 73, 74",,0,,Alicja Trębińska-Stryjewska,"Military University Technology, Warsaw, Poland",Alicja Trębińska-Stryjewska,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMMUNITY-ASSAY,Monitoring the Cellular Immunity by<em> In Vitro </em>Delayed Type Hypersensitivity Assay on the ISS,,,,European Space Agency (ESA),Human Research,"ISS Expedition 68, 69, 70, 71, 72, 73, 74",,1,"Buchheim J, Feuerecker M, Balsamo M, Vukich M, Van Walleghem M, Tabury K, Quintens R, Vermeesen R, Baselet B, Baatout S, Rattenbacher B, Antunes Id, Ngo-Anh JT, Crucian BE, Chouker A. Monitoring functional immune responses with a cytokine release assay: ISS flight hardware design and experimental protocol for whole blood cultures executed under microgravity conditions. Frontiers in Physiology. 2024 January 15; 14: DOI: 10.3389/fphys.2023.1322852.",Alexander Choukèr,"European Space Agency (ESA), Noordwijk, Netherlands",Alexander Choukèr; Judith-Irina Buchheim,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMMUNO,Neuroendocrine and Immune Responses in Humans During and After Long Term Stay at ISS,,,,European Space Agency (ESA),Human Research,"ISS Expedition 12, 13, 14, 15, 16, 29/30, 31/32, 33/34, 35/36",,10,"Buchheim J, Matzel S, Rykova MP, Vassilieva G, Ponomarev SA, Nichiporuk IA, Horl M, Moser D, Biere K, Feuerecker M, Schelling G, Thieme D, Kaufmann I, Thiel M, Chouker A. Stress related shift toward inflammaging in cosmonauts after long-duration space flight. Frontiers in Physiology. 2019 February 19; 10: 85. DOI: 10.3389/fphys.2019.00085. | Fava M, Leuti A, Maccarrone M. Lipid signalling in human immune response and bone remodelling under microgravity. Applied Sciences. 2020 January; 10(12): 4309. DOI: 10.3390/app10124309. | Chouker A. | Fava M, De Dominicis N, Forte G, Bari M, Leuti A, Maccarrone M. Cellular and molecular effects of microgravity on the immune system: A focus on bioactive lipids. Biomolecules. 2024 April 5; 14(4): 446. DOI: 10.3390/biom14040446. | Morukov BV, Rykova MP, Antropova EN, Berendeeva T, Ponomarev SA, Larina IM. T-cell immunity and cytokine production in cosmonauts after long-duration space flights. Acta Astronautica. 2011; 68: 739-746. DOI: 10.1016/j.actaastro.2010.08.036. | Chouker A, Demetz F, Martignoni A, Smith L, Setzer F, Bauer A, Hölzl J, Peter K, Christ F, Thiel M. Strenuous physical exercise inhibits granulocyte activation induced by high altitude. Journal of Applied Physiology. 2005 February; 98(2): 640-647. DOI: 10.1152/japplphysiol.00036.2004. | Buchheim J, Ghislin S, Ouzren N, Albuisson E, Vanet A, Matzel S, Ponomarev SA, Rykova MP, Chouker A, Frippiat J. Plasticity of the human IgM repertoire in response to long-term spaceflight. FASEB: Federation of American Societies for Experimental Biology Journal. 2020 December; 34(12): 16144-16162. DOI: 10.1096/fj.202001403RR. | Strewe C, Feuerecker M, Nichiporuk IA, Kaufmann I, Hauer D, Morukov BV, Schelling G, Chouker A. Effects of parabolic flight and spaceflight on the endocannabinoid system in humans. Reviews in the Neurosciences. 2012 September; 23(5-6): 673-680. DOI: 10.1515/revneuro-2012-0057. | Berendeeva T, Ponomarev SA, Antropova EN, Rykova MP. Toll-like receptors in peripheral blood cells of cosmonauts after long-term missions on oard the International Space Station. Human Physiology. 2017 December 1; 43(7): 802-807. DOI: 10.1134/S0362119717070039. | Ponomarev SA, Berendeeva T, Kalinin SA, Muranova AV. The state of the system of signaling pattern recognition receptors of monocytes and granulocytes in the cosmonauts’ peripheral blood before and after long-term flights on board the International Space Station. Human Physiology. 2017 December 1; 43(7): 808-812. DOI: 10.1134/S0362119717070167.",Alexander Choukèr,"German Aerospace Center (DLR), Cologne, Germany",Alexander Choukèr,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMMUNO-JOINT,Immuno Joint,,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Human Research,"ISS Expedition 12, 13, 15, 16",,0,,,,,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMMUNO-2,Immuno-2,,,,European Space Agency (ESA),Human Research,"ISS Expedition 43/44, 45/46, 47/48, 49/50, 51/52, 59/60, 63, 65, 67, 68, 69, 64, 66",,2,"Heider E, Pesquet T. The Thomas Pesquet Proxima Mission: An overview of accomplishments and science results. 73rd International Astronautical Congress (IAC), Paris, France; 2022 September 18-22. 25pp. | Benjamin CL, Stowe RP, St. John L, Sams CF, Mehta SK, Crucian BE, Pierson DL, Komanduri KV. Decreases in thymopoiesis of astronauts returning from space flight. JCI Insight. 2016 August 4; 1(12): 8 pp. DOI: 10.1172/jci.insight.88787.",Alexander Choukèr,"European Space Agency (ESA), Noordwijk, Netherlands",Alexander Choukèr,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMMUNO-ROSCOSMOS,Immuno-Roscosmos,,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Human Research,"ISS Expedition 31/32, 33/34, 35/36, 39/40, 41/42, 43/44",,0,,Igor Nichiporuk,,Igor Nichiporuk,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMMUNOSENESCENCE,Microgravity as a Model for Immunological Senescense and its Impact on Tissue Stem Cells and Regeneration,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 67,,0,,Sonja Schrepfer,"University of California, San Francisco (UCSF), San Francisco, CA, United States",Sonja Schrepfer,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMPULS-1ST-STAGE-VOZMUSCHENIE-IMPULSE-1ST-STAGE-DISTURBANCE,Altering the Ionosphere by Pulsed Plasma Sources - Disturbance,,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Physical Science,"ISS Expedition 18, 19/20",,2,"Ruzhin YY, Ivanov KG, Kuznetsov VD, Petrov VG. Controlled injection of high-power radio pulses into the ionosphere-magnetosphere system and appearance of microsubstorms on October 2, 2007. Geomagnetizm I Aeronomiya (Geomagnetism and Aeronomy). 2009 June; 49(3): 324-334. DOI: 10.1134/S0016793209030062. | Oraevsky VN, Ruzhin YY, Dokukin VS, Morozov AI. Dynamics of quasineutral plasma beams and the structure of the beam-induced disturbances in ionospheric plasma. Plasma Physics Reports. 2003 March; 29(3): 267-275. DOI: 10.1134/1.1561121.",Vladimir Kuznetsov,,Vladimir Kuznetsov,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMPULS-1ST-STAGE-INZHEKTOR-IMPULSE-1ST-STAGE-INJECTOR,Altering the Ionosphere by Pulsed Plasma Sources - Injector,,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Physical Science,"ISS Expedition 18, 19/20",,0,,,,,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMPULS-1ST-STAGE-IPO-IMPULSE-1ST-STAGE-IPO,Altering the Ionosphere by Pulsed Plasma Sources - Generation of Artificial Plasma,,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Physical Science,"ISS Expedition 18, 19/20, 21/22, 23/24, 25/26",,0,,Vladimir Kuznetsov,,Vladimir Kuznetsov; Yu Ruzhin,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IMU-DRS,Inertial-Measurement-Unit-based Dead Reckoning in Space (IMU-DRS),,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 73,,0,,Miklós Kornyik,"Alfréd Rényi Institute of Mathematics, Budapest, Hungary",Miklós Kornyik,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IN-SITU,ISS Non-invasive Sample Investigation and results Transmission to ground with the Utmost easiness,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 51/52, 53/54, 68",,3,"Roda A, Mirasoli M, Guardigli M, Zangheri M, Caliceti C, Calabria D, Simoni P. Advanced biosensors for monitoring astronauts' health during long-duration space missions. Biosensors and Bioelectronics. 2018 March 31; 111: 18-26. DOI: 10.1016/j.bios.2018.03.062. | Zangheri M, Mirasoli M, Guardigli M, Di Nardo F, Anfossi L, Baggiani C, Simoni P, Benassai M, Roda A. Chemiluminescence-based biosensor for monitoring astronauts’ health status during space missions: results from the International Space Station. Biosensors and Bioelectronics. 2019 March 15; 129: 260-268. DOI: 10.1016/j.bios.2018.09.059. | Roda A, Zangheri M, Guardigli M, Di Nardo F, Anfossi L, Baggiani C, Benassai M, Carrubba E, Neri G, Zolesi V, Simoni P, Mirasoli M. Chemiluminescence biosensor for non-invasive crew health monitoring at the International Space Station. Aerotecnica Missili & Spazio. 2020 May 30; 99: 103-109. DOI: 10.1007/s42496-020-00052-4.","Aldo Roda, D.Sc.","Department of Chemistry ""G. Ciamician"", University of Bologna, Bologna, Italy","Aldo Roda, D.Sc.",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INDUSTRIAL-CRYSTALS-FACILITY,Industrial Crystalization Facility (ICF),,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 65, 64",,0,,Michael Snyder,"Made In Space, Inc., Moffett Field, CA, United States",Michael Snyder,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INERTIAL-SPREADING,Inertial Spreading and Imbibition of a Liquid Drop through a Porous Surface,,,,National Aeronautics and Space Administration (NASA),Physical Science,ISS Expedition 61/62,,0,,Michel Louge,"ZIN Technologies Incorporated, Cleveland, OH, United States",Michel Louge,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-IN-FLIGHT-EDUCATION-DOWNLINKS,International Space Station In-flight Education Downlinks,,,,National Aeronautics and Space Administration (NASA),Educational and Cultural Activities,"ISS Expedition 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19/20, 21/22, 23/24, 25/26, 27/28, 29/30, 31/32, 33/34, 35/36, 37/38, 39/40, 41/42, 43/44, 45/46, 47/48, 49/50, 51/52, 55/56, 57/58",,5,"Milord LE, Al Shehhi HF. Tests in orbit: A nationwide challenge in the UAE to engage university students, and a region, in space station microgravity research. ASCEND 2020, Virtual Event; 2020 November 16-18. 5 pp. DOI: 10.2514/6.2020-4137. | Milord LE, Kamas B. SPOCS: A nationwide opportunity to engage United States universities, K-12 students, and the general public in Space Station research. ASCEND 2020, Virtual Event; 2020 November 16-18. 6 pp. DOI: 10.2514/6.2020-4156. | Allaire FS, Kamas B. Connecting pre-service teachers to astronauts and the International Space Station through an educational downlink: An out-of-this-world experience. Enhancing Learning Opportunities Through Student, Scientist, and Teacher Partnerships; 2021. DOI: 10.4018/978-1-7998-4966-7.ch009. | Kamas AR, Allaire FS. HOUSTON, WE'VE GOT PROBLEMS! Overcoming Challenges in a University-Community Partnership During NASA's Year of Education on Station. Curriculum & Teaching Dialogue. 2024 January 1; 26(1/2): 297-301. | Ivey TA, Colston NM, Thomas JA. Bringing space science down to earth for preservice elementary teachers. Electronic Journal of Science Education. 2015; 19(2): 19 pp.","Becky Kamas, M.Ed., National Aeronautics and Space Administration",,"Becky Kamas, M.Ed., National Aeronautics and Space Administration",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INFOTEKH,S Band Radio Signal Passage Through ISS and Test of Data Downlink,,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Technology Development and Demonstration,ISS Expedition 12,,0,,"Mikhail Belyaev, S.P. Korolev RSC ""Energia"", Korolev",,"Mikhail Belyaev, S.P. Korolev RSC ""Energia"", Korolev",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INFRAZVUK-M-INFRASOUND-M,Integrated Research on Low-Frequency Acoustic and Electromagnetic Fields in the ISS Habitation Compartments,,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Technology Development and Demonstration,"ISS Expedition 13, 14, 15",,0,,V. Shabelnikov,,V. Shabelnikov; E. Evstigneev,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INSPA-AUXILIUM-BIOPRINTER,Biomanufacturing in Space of Drug-Delivery Medical Devices,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 72, 73, 74",,0,,Yacov Koffler,"Space Tango, Inc., Lexington, KY, United States",Yacov Koffler,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INSPACE,Investigating the Structure of Paramagnetic Aggregates from Colloidal Emulsions,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 6, 7, 12, 13, 51/52, 53/54",,1,"Vasquez PA, Furst EM, Agui J, Williams JN, Pettit DR, Lu ET. Structural Transitions of Magnetoghreological Fluids in Microgravity. 46th Aerospace Sciences Meeting and Exhibit, Reno, NV; 2008 Jan 7-10.",Eric Furst,,Eric Furst,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INSPACE-2,Investigating the Structure of Paramagnetic Aggregates from Colloidal Emulsions - 2,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 16, 18, 19/20",,3,"Vasquez PA, Whitson PA, Bennung E, Boyle M, Ogale M, Agui J, Bohman D, Bunnell CT, Furst EM. Field-responsive Colloidal Suspension in Microgravity. 47th Aerospace Sciences Meeting and Exhibit, Orlando, FL; 2009. | Swan JW, Vasquez PA, Furst EM. Buckling instability of self-assembled colloidal columns. Physical Review Letters. 2014 September 23; 113(13): 138301. DOI: 10.1103/PhysRevLett.113.138301. | Swan JW, Vasquez PA, Whitson PA, Fincke EM, Wakata K, Magnus SH, De Winne F, Barratt MR, Agui J, Green RD, Hall NR, Bohman D, Bunnell CT, Gast AP, Furst EM. Multi-scale kinetics of a field-directed colloidal phase transition. Proceedings of the National Academy of Sciences of the United States of America. 2012 Oct; 109(40): 16023-16028. DOI: 10.1073/pnas.1206915109.",Eric Furst,,Eric Furst,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INSPACE-3,Investigating the Structure of Paramagnetic Aggregates from Colloidal Emulsions-3,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 27/28, 29/30, 31/32, 33/34, 35/36, 37/38, 45/46",,0,,Eric Furst,,Eric Furst,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INSPACE-4,Investigating the Structure of Paramagnetic Aggregates from Colloidal Ellipsoids,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 65, 66",,0,,Eric Furst,"ZIN Technologies Incorporated, Cleveland, OH, United States",Eric Furst,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INSPA-STEMCELLEX-H1,In-Space Expansion of Hematopoietic Stem Cells for Clinical Application,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 71, 72",,0,,Louis Stodieck,"BioServe Space Technologies, Boulder, CO, United States",Louis Stodieck,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-INSPA-STEMCELLEX-H2,Hematopoietic Stem Cell Expansion in Space: Pathfinder Investigation,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 74, 75",,0,,Louis Stodieck,"BioServe Space Technologies, Boulder, CO, United States",Louis Stodieck,,https://www.nasa.gov/mission/station/research-explorer/
